lambda_true,rep,estimator,route,lam_hat,se,lam_hat_q,n
0.75,0,"flanks 3-6, 26-36",within IV,0.5567796337260651,0.20598315680442195,0.7254407979044537,391
0.75,1,censor 6-16,within,0.04791006139174402,0.15125391648184766,0.9214720440599462,394
0.75,1,censor 6-16,within IV,0.3285091116526387,0.14657760762692482,0.5004458914126138,390
0.75,1,"flanks 3-6, 26-36",within,0.20390489073402387,0.13402095360350622,0.7763731608616212,393
0.75,1,"flanks 3-6, 26-36",within IV,0.3231762182600984,0.14470924050988768,0.5024297378548025,391
0.75,2,censor 6-16,within,0.4030725750388851,0.16753373370282496,0.7894083739119251,393
0.75,2,censor 6-16,within IV,0.49135115082737085,0.17443031192839614,0.6348239936824183,390
0.75,2,"flanks 3-6, 26-36",within,0.2271634335488598,0.18024751893773844,0.4856111126782087,393
0.75,2,"flanks 3-6, 26-36",within IV,0.4858588867844832,0.15497713804512575,0.7316697265226172,391
0.75,3,censor 6-16,within,-0.07424210305910595,0.1780393634321136,0.5352007613753379,386
0.75,3,censor 6-16,within IV,0.45614941279828225,0.19668663198653896,0.4443446396834699,382
0.75,3,"flanks 3-6, 26-36",within,0.020364761661762876,0.22951238590868162,0.6230776982790972,391
0.75,3,"flanks 3-6, 26-36",within IV,0.7057965137758901,0.16852960176448628,0.7916216023914573,384
1.0,0,censor 6-16,within,0.2849919068002885,0.1273399913055819,1.0257811862081212,398
1.0,0,censor 6-16,within IV,0.7495809834174231,0.139328623109826,1.0278953034540685,398
1.0,0,"flanks 3-6, 26-36",within,0.18167359180999754,0.12827889328456527,0.9135689681673619,399
1.0,0,"flanks 3-6, 26-36",within IV,0.6351160284483379,0.13898806804116642,0.8708518253260378,399
1.0,1,censor 6-16,within,0.19434410980523184,0.1377969089251177,0.8083380735747532,400
1.0,1,censor 6-16,within IV,0.4504336247139866,0.14219233152441432,0.7128516299270325,398
1.0,1,"flanks 3-6, 26-36",within,0.3470643663848,0.10748675886486402,0.8602350037828064,400
1.0,1,"flanks 3-6, 26-36",within IV,0.5361488469360831,0.11084224095123969,0.7933631673014182,398
1.0,2,censor 6-16,within,0.3281445717290158,0.11082398887846186,1.0807116947408852,399
1.0,2,censor 6-16,within IV,0.6372057865839936,0.12856703628523336,0.7749234164085362,397
1.0,2,"flanks 3-6, 26-36",within,0.4454360047226174,0.09348352786567453,1.0813086266851455,399
1.0,2,"flanks 3-6, 26-36",within IV,0.6865272630279152,0.10264011861394409,0.8057696110473233,397
1.0,3,censor 6-16,within,0.32339129506031156,0.10968974688745263,1.1376205279164553,399
1.0,3,censor 6-16,within IV,0.6629670397466753,0.11952021611912166,1.0283682314197313,398
1.0,3,"flanks 3-6, 26-36",within,0.3572074533716846,0.08743719510995128,1.0950882023083879,398
1.0,3,"flanks 3-6, 26-36",within IV,0.7184706821469875,0.10102830884042058,1.0640340990712023,398
