lambda_true,rep,estimator,route,lam_hat,se,lam_hat_q,n
0.25,2,"flanks 3-6, 26-36",within,0.22819422097238054,0.21423269785890486,0.5805982157753078,361
0.25,2,"flanks 3-6, 26-36",within IV,0.22409733129509715,0.20227981307432782,0.3621294915233902,362
0.25,3,censor 6-16,within,0.11796682212031598,0.17397784787736184,0.595715855516595,343
0.25,3,censor 6-16,within IV,0.6091081177702492,0.19366030329723233,0.49390877356087254,346
0.25,3,"flanks 3-6, 26-36",within,-0.07077668698214559,0.20746588135039343,0.2656414394584521,353
0.25,3,"flanks 3-6, 26-36",within IV,0.14044834230854167,0.20438228493390181,0.19525306669927475,358
0.5,0,censor 6-16,within,0.21639524607999217,0.1528721583876026,0.6922274133418975,381
0.5,0,censor 6-16,within IV,0.7963233239999794,0.16954995474468812,0.7363308033584078,373
0.5,0,"flanks 3-6, 26-36",within,0.06509458569011808,0.18733972274752458,0.4627763272573008,386
0.5,0,"flanks 3-6, 26-36",within IV,0.5020186604075726,0.1777132793028247,0.5705205132592182,377
0.5,1,censor 6-16,within,0.11953052920394115,0.1584258870211243,0.44831509490494814,374
0.5,1,censor 6-16,within IV,0.4820833014475474,0.14616882635727388,0.6344188323863397,368
0.5,1,"flanks 3-6, 26-36",within,-0.3189918997794757,0.19715256502356998,0.28180882675736296,377
0.5,1,"flanks 3-6, 26-36",within IV,0.3554121344070757,0.19127252505346454,0.5840033815459708,378
0.5,2,censor 6-16,within,0.27053258623837534,0.13940264281864131,0.5693225104851288,382
0.5,2,censor 6-16,within IV,0.2389831889755512,0.1376743746283248,0.33309593288245487,380
0.5,2,"flanks 3-6, 26-36",within,0.1535701227487983,0.12557258459024506,0.4275163230766054,382
0.5,2,"flanks 3-6, 26-36",within IV,0.18123573077309837,0.13042740600028588,0.2697433863581556,381
0.5,3,censor 6-16,within,-0.018997661128958558,0.132818471848544,0.5862468817075112,374
0.5,3,censor 6-16,within IV,0.44917235271195677,0.1538496287542925,0.6307731137856711,373
0.5,3,"flanks 3-6, 26-36",within,-0.23114394521319828,0.1720637064424131,0.44096681043170405,378
0.5,3,"flanks 3-6, 26-36",within IV,0.3881407612073986,0.20016543680746657,0.5269405635036991,378
0.75,0,censor 6-16,within,0.4343209490337157,0.1122682624340734,0.7698983133858165,397
0.75,0,censor 6-16,within IV,0.42494919278491033,0.1776909628766283,0.5719846096318221,395
0.75,0,"flanks 3-6, 26-36",within,0.4554207258887907,0.0986852323437485,0.7347361485120432,399
0.75,0,"flanks 3-6, 26-36",within IV,0.5934038569284417,0.13532014092612737,0.76698419864215,396
0.75,1,censor 6-16,within,0.27517608948616834,0.12425082669863448,0.8329797806048774,398
0.75,1,censor 6-16,within IV,0.26771612728977956,0.1684566254127525,0.4764989013174033,396
0.75,1,"flanks 3-6, 26-36",within,0.41029439681550006,0.11831255859820873,0.89100537000301,398
0.75,1,"flanks 3-6, 26-36",within IV,0.5224770089319448,0.11919690176906528,0.7142050056481698,394
0.75,2,censor 6-16,within,0.5495813235010452,0.13502070566544652,0.7895394927902378,397
0.75,2,censor 6-16,within IV,0.6678776665381285,0.15022198302928422,0.8582182314606319,394
0.75,2,"flanks 3-6, 26-36",within,0.38228721426520684,0.12841951008098618,0.6568716543332496,398
0.75,2,"flanks 3-6, 26-36",within IV,0.5056000412958983,0.12943699839221154,0.6173793658903319,395
0.75,3,censor 6-16,within,0.05875677813705748,0.1794801713849418,0.5662418615634334,394
0.75,3,censor 6-16,within IV,0.5943089959819473,0.16517600505695804,0.5565299952566234,390
0.75,3,"flanks 3-6, 26-36",within,0.2956406969040375,0.13378309376877476,0.6960030929011524,396
0.75,3,"flanks 3-6, 26-36",within IV,0.48590094763451525,0.15277273686828466,0.6520863109410471,393
1.0,0,censor 6-16,within,0.3025387725750346,0.1270650014166741,0.9017846233989831,400
1.0,0,censor 6-16,within IV,0.7480301770638313,0.12390025672806988,0.9324321288497226,399
1.0,0,"flanks 3-6, 26-36",within,0.32614218368176673,0.09706121374854992,0.9341736813482512,400
1.0,0,"flanks 3-6, 26-36",within IV,0.6692600897216712,0.11214642024566532,0.8807488554963685,400
1.0,1,censor 6-16,within,0.3100041060576267,0.11304191315386886,0.8393344878129658,400
1.0,1,censor 6-16,within IV,0.5572669413385155,0.12952666917006544,0.7260273209879697,400
1.0,1,"flanks 3-6, 26-36",within,0.38168367083897164,0.09149231630379709,0.8527301277108605,400
1.0,1,"flanks 3-6, 26-36",within IV,0.5938568557682457,0.10566104261229077,0.8178841947309919,400
1.0,2,censor 6-16,within,0.37208816823264257,0.10184789826187542,1.0775893052855468,400
1.0,2,censor 6-16,within IV,0.6603248089834202,0.11072994456014956,0.8407043207133853,398
1.0,2,"flanks 3-6, 26-36",within,0.42776758052628705,0.10651574317594342,1.1056477419582589,400
1.0,2,"flanks 3-6, 26-36",within IV,0.6816544030149706,0.09327238653448648,0.8651455584918186,398
1.0,3,censor 6-16,within,0.3609722316188414,0.10711519343272873,1.0765445274730403,400
1.0,3,censor 6-16,within IV,0.6380072450390901,0.12093675911113648,0.9740799918594971,400
1.0,3,"flanks 3-6, 26-36",within,0.3564836693702021,0.08425299556363983,1.024011988647792,400
1.0,3,"flanks 3-6, 26-36",within IV,0.6821847040207243,0.09533393347104739,0.9923813656318011,400
