lambda_true,rep,estimator,route,lam_hat,se,lam_hat_q,n
0.5,3,censor 6-16,within IV,0.2310444462755068,0.1975476388768355,0.2141477473850294,379
0.5,3,"flanks 3-6, 26-36",within,-0.20503731225238256,0.16928405359632642,0.4980061023994722,378
0.5,3,"flanks 3-6, 26-36",within IV,0.39284822487781973,0.20047811661466808,0.5356230844704962,378
0.75,0,censor 6-16,within,0.3284841487352367,0.12509040518369463,0.6571938599107032,399
0.75,0,censor 6-16,within IV,0.32165985552270443,0.17398258554666102,0.5592639606914726,397
0.75,0,"flanks 3-6, 26-36",within,0.45579079970125047,0.09822340735950255,0.7457761938689277,399
0.75,0,"flanks 3-6, 26-36",within IV,0.5958484354331242,0.13436531254518413,0.7806155990239263,396
0.75,1,censor 6-16,within,0.33762147965636424,0.11090481389274454,0.853154795166565,398
0.75,1,censor 6-16,within IV,0.4134333677250821,0.13229658455792995,0.5910190874270174,396
0.75,1,"flanks 3-6, 26-36",within,0.41177617184518356,0.11723135559486997,0.9086912465710212,398
0.75,1,"flanks 3-6, 26-36",within IV,0.5281188417531606,0.11846969794351708,0.7277283896362747,394
0.75,2,censor 6-16,within,0.6506901889285919,0.14609015367442574,0.9092037512984448,398
0.75,2,censor 6-16,within IV,0.6880432825335983,0.13102478159946776,0.8737377278495622,395
0.75,2,"flanks 3-6, 26-36",within,0.38116356054189027,0.12787050944065445,0.6779500265119394,398
0.75,2,"flanks 3-6, 26-36",within IV,0.5075927894350496,0.12877039667367823,0.6302488259186331,395
0.75,3,censor 6-16,within,0.025076101158241174,0.1656415805296264,0.6432974828516502,397
0.75,3,censor 6-16,within IV,0.485858481251353,0.15951000750635588,0.5388957397878054,392
0.75,3,"flanks 3-6, 26-36",within,0.3015463432548255,0.1332910712891338,0.7108634486484204,396
0.75,3,"flanks 3-6, 26-36",within IV,0.49109377485293965,0.152425446293434,0.6635019039053387,393
1.0,0,censor 6-16,within,0.39690879159947384,0.11449415418310208,0.94969695337203,400
1.0,0,censor 6-16,within IV,0.7804441032045567,0.11292777254115224,0.9746204626700242,399
1.0,0,"flanks 3-6, 26-36",within,0.3289814785797234,0.09673441837819974,0.939819373292292,400
1.0,0,"flanks 3-6, 26-36",within IV,0.6713464228437503,0.11185427342659156,0.8855912721900636,400
1.0,1,censor 6-16,within,0.3781860439177873,0.10451976376719935,0.8741719688801338,400
1.0,1,censor 6-16,within IV,0.5993903049673519,0.11762112414204039,0.7738489977046318,400
1.0,1,"flanks 3-6, 26-36",within,0.3853316580588464,0.09120631978922362,0.8620349329583108,400
1.0,1,"flanks 3-6, 26-36",within IV,0.5980609501165409,0.10526063429109798,0.8290194826281327,400
1.0,2,censor 6-16,within,0.4338193725424686,0.09411168338970943,1.0891462996620787,400
1.0,2,censor 6-16,within IV,0.6977069093844288,0.10163701689190707,0.8712943160034647,398
1.0,2,"flanks 3-6, 26-36",within,0.4297987183047486,0.10611890756350177,1.1145605980881765,400
1.0,2,"flanks 3-6, 26-36",within IV,0.6832715716919062,0.09265772736350054,0.8666060046299299,398
1.0,3,censor 6-16,within,0.4153891495806339,0.09542720610451348,1.092932033694436,400
1.0,3,censor 6-16,within IV,0.6872863051661195,0.1036229418622541,1.0090328301654192,400
1.0,3,"flanks 3-6, 26-36",within,0.35929970273873457,0.08378636904356061,1.03401014274373,400
1.0,3,"flanks 3-6, 26-36",within IV,0.684875676536131,0.09499004735136407,0.9997581772502593,400
