lambda_true,rep,estimator,route,lam_hat,se,lam_hat_q,n
0.75,2,censor 6-16,within,0.5055304411463869,0.14330290047304015,0.8281877316798807,393
0.75,2,censor 6-16,within IV,0.4763587889642923,0.1610814411371846,0.7802247366551825,392
0.75,2,"flanks 3-6, 26-36",within,0.1259434117234909,0.20094578283907677,0.657119590455904,394
0.75,2,"flanks 3-6, 26-36",within IV,0.49194848636986377,0.1540614605423193,0.7508954542714461,391
0.75,3,censor 6-16,within,0.16749768455795794,0.16302349806983027,0.6866182019966194,388
0.75,3,censor 6-16,within IV,0.5206678447393011,0.20940757916124522,0.4520066725179813,387
0.75,3,"flanks 3-6, 26-36",within,0.057036191662694066,0.2176790761020931,0.6498408459084184,391
0.75,3,"flanks 3-6, 26-36",within IV,0.7118000464008727,0.16801890994769905,0.8035160019422604,384
1.0,0,censor 6-16,within,0.39289801642752425,0.1160891411404453,1.0446668093803426,398
1.0,0,censor 6-16,within IV,0.7923914307050383,0.12506313324592308,1.048717606772007,398
1.0,0,"flanks 3-6, 26-36",within,0.18789060415899056,0.1271657490080895,0.9223755800983189,399
1.0,0,"flanks 3-6, 26-36",within IV,0.6400161256787639,0.13772170836536807,0.8772854311487925,399
1.0,1,censor 6-16,within,0.3105024952024108,0.12271772854677725,0.8642462955344442,400
1.0,1,censor 6-16,within IV,0.5960600602841568,0.1446197884287839,0.765954097091801,400
1.0,1,"flanks 3-6, 26-36",within,0.3515330355605639,0.10711375910782779,0.8720865944902061,400
1.0,1,"flanks 3-6, 26-36",within IV,0.5412532549465238,0.11041072170615095,0.8061046727948609,398
1.0,2,censor 6-16,within,0.4193807619294978,0.11368966099195472,1.1360151376682293,400
1.0,2,censor 6-16,within IV,0.6977281071883605,0.12458294125940846,0.9122833643592796,398
1.0,2,"flanks 3-6, 26-36",within,0.4480414620293334,0.09303132459707678,1.0895365062343534,399
1.0,2,"flanks 3-6, 26-36",within IV,0.6898034356262304,0.1023094733590834,0.8127265768840134,397
1.0,3,censor 6-16,within,0.39418758011702537,0.09863841494971742,1.1460271195843543,399
1.0,3,censor 6-16,within IV,0.630739011010809,0.11443820772627976,1.0250282639447401,399
1.0,3,"flanks 3-6, 26-36",within,0.3613529935405355,0.0866341103347611,1.1051481105906418,398
1.0,3,"flanks 3-6, 26-36",within IV,0.7213415529474345,0.10065392458292838,1.0715632038738232,398
